index,data_nx,data_ny,data_nz,data_voxels,label_nx,label_ny,label_nz,label_voxels
131207,76,114,108,935712,76,114,108,935712
131208,70,106,114,845880,70,106,114,845880
131209,100,120,58,696000,100,120,58,696000
131210,114,114,50,649800,114,114,50,649800
131211,84,126,112,1185408,84,126,112,1185408
131212,76,132,104,1043328,76,132,104,1043328
131213,72,134,104,1003392,72,134,104,1003392
131214,80,136,104,1131520,80,136,104,1131520
131215,112,114,50,638400,112,114,50,638400
131216,102,124,92,1163616,102,124,92,1163616
131217,88,120,94,992640,88,120,94,992640
131218,80,122,100,976000,80,122,100,976000
131219,52,122,130,824720,52,122,130,824720
131220,50,122,100,610000,50,122,100,610000
131221,50,122,100,610000,50,122,100,610000
131222,50,120,100,600000,50,120,100,600000
131223,50,120,100,600000,50,120,100,600000
131224,50,122,100,610000,50,122,100,610000
131225,50,122,100,610000,50,122,100,610000
131226,50,122,100,610000,50,122,100,610000
131227,50,120,100,600000,50,120,100,600000
131228,80,106,128,1085440,80,106,128,1085440
131229,98,108,120,1270080,98,108,120,1270080
131230,86,108,116,1077408,86,108,116,1077408
131231,84,108,126,1143072,84,108,126,1143072
131232,102,128,94,1227264,102,128,94,1227264
131233,98,128,82,1028608,98,128,82,1028608
131234,84,122,98,1004304,84,122,98,1004304
131235,84,122,84,860832,84,122,84,860832
131236,82,130,100,1066000,82,130,100,1066000
131237,82,130,88,938080,82,130,88,938080
131238,84,124,114,1187424,84,124,114,1187424
131239,80,124,100,992000,80,124,100,992000
131240,100,120,52,624000,100,120,52,624000
131241,52,118,100,613600,52,118,100,613600
131242,52,118,90,552240,52,118,90,552240
131243,100,132,50,660000,100,132,50,660000
131244,52,130,102,689520,52,130,102,689520
131245,52,130,90,608400,52,130,90,608400
131246,100,120,50,600000,100,120,50,600000
131247,52,118,90,552240,52,118,90,552240
131248,52,126,90,589680,52,126,90,589680
131249,52,144,90,673920,52,144,90,673920
131250,52,132,90,617760,52,132,90,617760
131251,60,118,112,792960,60,118,112,792960
131252,54,106,112,641088,54,106,112,641088
131253,80,98,128,1003520,80,98,128,1003520
131254,98,96,120,1128960,98,96,120,1128960
131255,86,96,116,957696,86,96,116,957696
131256,84,96,122,983808,84,96,122,983808
131257,52,118,116,711776,52,118,116,711776
131258,52,106,116,639392,52,106,116,639392
131259,52,116,110,663520,52,116,110,663520
131260,50,120,114,684000,50,120,114,684000
131261,120,106,50,636000,120,106,50,636000
131262,112,106,52,617344,112,106,52,617344
131263,108,106,50,572400,108,106,50,572400
131264,82,104,130,1108640,82,104,130,1108640
131265,80,104,126,1048320,80,104,126,1048320
131266,96,98,118,1110144,96,98,118,1110144
131267,84,98,112,921984,84,98,112,921984
131268,80,100,126,1008000,80,100,126,1008000
131269,58,104,138,832416,58,104,138,832416
131270,62,104,130,838240,62,104,130,838240
131271,76,124,106,998944,76,124,106,998944
131272,80,132,108,1140480,80,132,108,1140480
131273,52,140,102,742560,52,140,102,742560
131274,56,142,96,763392,56,142,96,763392
131275,50,120,100,600000,50,120,100,600000
131276,50,118,100,590000,50,118,100,590000
131277,50,120,100,600000,50,120,100,600000
131278,50,118,88,519200,50,118,88,519200
131279,66,126,86,715176,66,126,86,715176
131280,50,144,90,648000,50,144,90,648000
131281,50,132,90,594000,50,132,90,594000
131282,80,104,116,965120,80,104,116,965120
131283,98,104,110,1121120,98,104,110,1121120
131284,86,104,106,948064,86,104,106,948064
131285,84,104,114,995904,84,104,114,995904
131286,86,132,112,1271424,86,132,112,1271424
131287,88,134,98,1155616,88,134,98,1155616
131288,112,118,50,660800,112,118,50,660800
131289,112,116,50,649600,112,116,50,649600
131290,100,118,50,590000,100,118,50,590000
131291,54,118,110,700920,54,118,110,700920
131292,50,120,114,684000,50,120,114,684000
131293,104,124,108,1392768,104,124,108,1392768
131294,98,124,102,1239504,98,124,102,1239504
131295,98,118,104,1202656,98,118,104,1202656
131296,98,120,90,1058400,98,120,90,1058400
131297,86,116,110,1097360,86,116,110,1097360
131298,86,116,98,977648,86,116,98,977648
131299,86,116,104,1037504,86,116,104,1037504
131300,86,118,88,893024,86,118,88,893024
131301,84,116,120,1169280,84,116,120,1169280
131302,84,116,104,1013376,84,116,104,1013376
131303,84,120,104,1048320,84,120,104,1048320
131304,84,124,90,937440,84,124,90,937440
131305,82,130,104,1108640,82,130,104,1108640
131306,80,130,92,956800,80,130,92,956800
131307,80,122,98,956480,80,122,98,956480
131308,82,118,84,812784,82,118,84,812784
131309,70,132,104,960960,70,132,104,960960
131310,70,132,98,905520,70,132,98,905520
131311,100,132,50,660000,100,132,50,660000
131312,52,130,100,676000,52,130,100,676000
131313,52,130,88,594880,52,130,88,594880
131314,100,118,50,590000,100,118,50,590000
131315,52,118,98,601328,52,118,98,601328
131316,52,118,88,539968,52,118,88,539968
131317,70,132,98,905520,70,132,98,905520
131318,70,132,98,905520,70,132,98,905520
131319,78,130,100,1014000,78,130,100,1014000
131320,78,130,98,993720,78,130,98,993720
131321,78,130,100,1014000,78,130,100,1014000
131322,76,130,98,968240,76,130,98,968240
131323,74,128,100,947200,74,128,100,947200
131324,72,126,86,780192,72,126,86,780192
131325,88,130,50,572000,88,130,50,572000
131326,50,130,88,572000,50,130,88,572000
131327,50,130,78,507000,50,130,78,507000
131328,88,118,50,519200,88,118,50,519200
131329,52,118,78,478608,52,118,78,478608
131330,50,116,100,580000,50,116,100,580000
131331,50,116,108,626400,50,116,108,626400
131332,50,116,108,626400,50,116,108,626400
131333,50,116,100,580000,50,116,100,580000
131334,50,116,96,556800,50,116,96,556800
131335,50,104,106,551200,50,104,106,551200
131336,50,106,106,561800,50,106,106,561800
131337,50,104,100,520000,50,104,100,520000
131338,50,106,96,508800,50,106,96,508800
131339,80,130,96,998400,80,130,96,998400
131340,96,128,90,1105920,96,128,90,1105920
131341,82,126,92,950544,82,126,92,950544
131342,98,132,86,1112496,98,132,86,1112496
131343,112,122,62,847168,112,122,62,847168
131344,104,122,56,710528,104,122,56,710528
131345,100,124,94,1165600,100,124,94,1165600
131346,76,118,102,914736,76,118,102,914736
131347,80,118,102,962880,80,118,102,962880
131348,102,116,66,780912,102,116,66,780912
131349,110,116,50,638000,110,116,50,638000
131350,104,118,50,613600,104,118,50,613600
131351,100,132,102,1346400,100,132,102,1346400
131352,100,124,98,1215200,100,124,98,1215200
131353,86,126,100,1083600,86,126,100,1083600
131354,86,122,96,1007232,86,122,96,1007232
131355,82,124,98,996464,82,124,98,996464
131356,82,118,100,967600,82,118,100,967600
131357,52,138,94,674544,52,138,94,674544
131358,50,120,108,648000,50,120,108,648000
131359,50,108,122,658800,50,108,122,658800
131360,76,138,98,1027824,76,138,98,1027824
131361,78,132,94,967824,78,132,94,967824
131362,70,114,114,909720,70,114,114,909720
131363,54,116,112,701568,54,116,112,701568
131364,50,104,110,572000,50,104,110,572000
131365,52,116,106,639392,52,116,106,639392
131366,70,118,112,925120,70,118,112,925120
131367,76,116,112,987392,76,116,112,987392
131368,76,114,110,953040,76,114,110,953040
131369,74,104,108,831168,74,104,108,831168
131370,70,114,102,813960,70,114,102,813960
131371,54,116,112,701568,54,116,112,701568
131372,52,116,100,603200,52,116,100,603200
131373,50,118,114,672600,50,118,114,672600
131374,50,104,110,572000,50,104,110,572000
131375,76,116,112,987392,76,116,112,987392
131376,50,118,104,613600,50,118,104,613600
131377,50,118,114,672600,50,118,114,672600
131378,72,114,110,902880,72,114,110,902880
131379,70,104,108,786240,70,104,108,786240
131380,110,104,52,594880,110,104,52,594880
131381,110,104,50,572000,110,104,50,572000
131382,102,104,52,551616,102,104,52,551616
131383,98,104,50,509600,98,104,50,509600
131384,80,106,120,1017600,80,106,120,1017600
131385,88,100,120,1056000,88,100,120,1056000
131386,82,104,114,972192,82,104,114,972192
131387,104,98,120,1223040,104,98,120,1223040
131388,86,98,114,960792,86,98,114,960792
131389,82,106,116,1008272,82,106,116,1008272
131390,80,106,118,1000640,80,106,118,1000640
131391,50,108,122,658800,50,108,122,658800
131392,50,106,120,636000,50,106,120,636000
131393,72,108,132,1026432,72,108,132,1026432
131394,72,108,124,964224,72,108,124,964224
131395,80,102,118,962880,80,102,118,962880
131396,80,102,114,930240,80,102,114,930240
131397,78,102,114,906984,78,102,114,906984
131398,98,102,110,1099560,98,102,110,1099560
131399,80,102,116,946560,80,102,116,946560
131400,52,106,120,661440,52,106,120,661440
131401,54,102,118,649944,54,102,118,649944
131402,58,102,126,745416,58,102,126,745416
131403,64,102,118,770304,64,102,118,770304
131404,82,134,90,988920,82,134,90,988920
131405,80,128,90,921600,80,128,90,921600
131406,80,130,92,956800,80,130,92,956800
131407,82,134,90,988920,82,134,90,988920
131408,90,122,64,702720,90,122,64,702720
131409,100,120,66,792000,100,120,66,792000
131410,90,122,62,680760,90,122,62,680760
131411,100,120,62,744000,100,120,62,744000
131412,92,120,62,684480,92,120,62,684480
131413,80,130,92,956800,80,130,92,956800
131414,80,124,92,912640,80,124,92,912640
131415,80,126,92,927360,80,126,92,927360
131416,80,130,94,977600,80,130,94,977600
131417,90,116,58,605520,90,116,58,605520
131418,100,116,62,719200,100,116,62,719200
131419,90,116,58,605520,90,116,58,605520
131420,94,116,58,632432,94,116,58,632432
131421,102,116,58,686256,102,116,58,686256
131422,98,126,90,1111320,98,126,90,1111320
131423,98,128,96,1204224,98,128,96,1204224
131424,82,120,92,905280,82,120,92,905280
131425,86,120,94,970080,86,120,94,970080
131426,80,126,88,887040,80,126,88,887040
131427,82,124,92,935456,82,124,92,935456
131428,50,140,88,616000,50,140,88,616000
131429,52,136,90,636480,52,136,90,636480
131430,50,134,88,589600,50,134,88,589600
131431,52,130,90,608400,52,130,90,608400
131432,56,144,88,709632,56,144,88,709632
131433,50,142,80,568000,50,142,80,568000
131434,60,136,88,718080,60,136,88,718080
131435,56,132,78,576576,56,132,78,576576
131436,70,114,110,877800,70,114,110,877800
131437,50,118,106,625400,50,118,106,625400
131438,50,106,104,551200,50,106,104,551200
131439,70,120,108,907200,70,120,108,907200
131440,76,116,106,934496,76,116,106,934496
131441,76,116,106,934496,76,116,106,934496
131442,72,106,102,778464,72,106,102,778464
131443,70,114,100,798000,70,114,100,798000
131444,74,116,106,909904,74,116,106,909904
131445,74,116,106,909904,74,116,106,909904
131446,70,106,104,771680,70,106,104,771680
131447,108,104,50,561600,108,104,50,561600
131448,108,104,50,561600,108,104,50,561600
131449,100,104,50,520000,100,104,50,520000
131450,84,102,114,976752,84,102,114,976752
131451,88,100,114,1003200,88,100,114,1003200
131452,82,104,114,972192,82,104,114,972192
131453,102,92,118,1107312,102,92,118,1107312
131454,84,98,112,921984,84,98,112,921984
131455,80,108,112,967680,80,108,112,967680
131456,92,94,112,968576,92,94,112,968576
131457,50,110,116,638000,50,110,116,638000
131458,50,108,116,626400,50,108,116,626400
131459,72,108,124,964224,72,108,124,964224
131460,72,108,116,902016,72,108,116,902016
131461,54,98,126,666792,54,98,126,666792
131462,60,96,116,668160,60,96,116,668160
131463,88,128,88,991232,88,128,88,991232
131464,88,116,88,898304,88,116,88,898304
131465,88,126,84,931392,88,126,84,931392
131466,110,100,102,1122000,110,100,102,1122000
131467,110,94,102,1054680,110,94,102,1054680
131468,110,100,100,1100000,110,100,100,1100000
131469,110,100,94,1034000,110,100,94,1034000
131470,122,100,96,1171200,122,100,96,1171200
131471,110,100,94,1034000,110,100,94,1034000
131472,120,92,102,1126080,120,92,102,1126080
131473,110,94,102,1054680,110,94,102,1054680
131474,122,94,102,1169736,122,94,102,1169736
131475,120,94,94,1060320,120,94,94,1060320
131476,110,94,102,1054680,110,94,102,1054680
131477,128,94,84,1010688,128,94,84,1010688
131478,126,92,92,1066464,126,92,92,1066464
131479,114,90,100,1026000,114,90,100,1026000
131480,114,92,92,964896,114,92,92,964896
131481,118,92,100,1085600,118,92,100,1085600
131482,124,96,98,1166592,124,96,98,1166592
131483,118,104,86,1055392,118,104,86,1055392
131484,116,98,86,977648,116,98,86,977648
131485,126,98,86,1061928,126,98,86,1061928
131486,124,92,82,935456,124,92,82,935456
131487,124,100,86,1066400,124,100,86,1066400
131488,126,100,84,1058400,126,100,84,1058400
131489,124,96,86,1023744,124,96,86,1023744
131490,124,92,84,958272,124,92,84,958272
131491,120,98,86,1011360,120,98,86,1011360
131492,124,92,84,958272,124,92,84,958272
131493,114,94,86,921576,114,94,86,921576
131494,112,92,84,865536,112,92,84,865536
131495,126,102,86,1105272,126,102,86,1105272
131496,118,100,86,1014800,118,100,86,1014800
131497,128,104,90,1198080,128,104,90,1198080
131498,116,102,86,1017552,116,102,86,1017552
131499,112,96,86,924672,112,96,86,924672
131500,126,102,84,1079568,126,102,84,1079568
131501,124,92,84,958272,124,92,84,958272
131502,112,92,82,844928,112,92,82,844928
131503,112,88,110,1084160,112,88,110,1084160
131504,112,82,102,936768,112,82,102,936768
131505,110,88,104,1006720,110,88,104,1006720
131506,100,82,100,820000,100,82,100,820000
131507,112,88,116,1143296,112,88,116,1143296
131508,112,88,104,1025024,112,88,104,1025024
131509,100,88,110,968000,100,88,110,968000
131510,100,82,102,836400,100,82,102,836400
131511,110,100,104,1144000,110,100,104,1144000
131512,110,100,96,1056000,110,100,96,1056000
131513,100,100,104,1040000,100,100,104,1040000
131514,112,96,96,1032192,112,96,96,1032192
131515,108,100,106,1144800,108,100,106,1144800
131516,108,106,96,1099008,108,106,96,1099008
131517,98,104,106,1080352,98,104,106,1080352
131518,98,104,96,978432,98,104,96,978432
131519,108,100,106,1144800,108,100,106,1144800
131520,98,104,104,1059968,98,104,104,1059968
131521,110,100,104,1144000,110,100,104,1144000
131522,106,100,104,1102400,106,100,104,1102400
131523,110,98,96,1034880,110,98,96,1034880
131524,98,104,94,958048,98,104,94,958048
131525,108,100,106,1144800,108,100,106,1144800
131526,104,104,104,1124864,104,104,104,1124864
131527,108,100,96,1036800,108,100,96,1036800
131528,90,100,106,954000,90,100,106,954000
131529,86,108,108,1003104,86,108,108,1003104
131530,88,96,106,895488,88,96,106,895488
131531,94,94,98,865928,94,94,98,865928
131532,96,96,114,1050624,96,96,114,1050624
131533,86,90,116,897840,86,90,116,897840
131534,108,98,100,1058400,108,98,100,1058400
131535,110,88,114,1103520,110,88,114,1103520
131536,98,86,112,943936,98,86,112,943936
131537,98,90,108,952560,98,90,108,952560
131538,110,88,102,987360,110,88,102,987360
131539,108,96,106,1099008,108,96,106,1099008
131540,110,92,98,991760,110,92,98,991760
131541,100,98,106,1038800,100,98,106,1038800
131542,114,92,98,1027824,114,92,98,1027824
131543,110,100,100,1100000,110,100,100,1100000
131544,108,92,98,973728,108,92,98,973728
131545,98,98,108,1037232,98,98,108,1037232
131546,98,92,98,883568,98,92,98,883568
131547,104,100,106,1102400,104,100,106,1102400
131548,100,98,108,1058400,100,98,108,1058400
131549,120,92,100,1104000,120,92,100,1104000
131550,102,92,106,994704,102,92,106,994704
131551,110,92,98,991760,110,92,98,991760
131552,98,92,96,865536,98,92,96,865536
131553,106,100,92,975200,106,100,92,975200
131554,106,92,92,897184,106,92,92,897184
131555,108,86,100,928800,108,86,100,928800
131556,106,94,96,956544,106,94,96,956544
131557,104,88,94,860288,104,88,94,860288
131558,98,100,106,1038800,98,100,106,1038800
131559,98,92,96,865536,98,92,96,865536
131560,114,92,86,901968,114,92,86,901968
131561,98,92,110,991760,98,92,110,991760
131562,116,96,90,1002240,116,96,90,1002240
131563,114,88,86,862752,114,88,86,862752
131564,106,96,90,915840,106,96,90,915840
131565,96,88,100,844800,96,88,100,844800
131566,150,98,74,1087800,150,98,74,1087800
131567,146,104,70,1062880,146,104,70,1062880
131568,136,98,76,1012928,136,98,76,1012928
131569,132,104,70,960960,132,104,70,960960
131570,148,106,74,1160912,148,106,74,1160912
131571,144,104,70,1048320,144,104,70,1048320
131572,136,106,74,1066784,136,106,74,1066784
131573,134,100,72,964800,134,100,72,964800
131574,144,104,70,1048320,144,104,70,1048320
131575,146,104,76,1153984,146,104,76,1153984
131576,142,114,70,1133160,142,114,70,1133160
131577,146,100,78,1138800,146,100,78,1138800
131578,144,104,70,1048320,144,104,70,1048320
131579,136,114,70,1085280,136,114,70,1085280
131580,134,112,70,1050560,134,112,70,1050560
131581,132,114,70,1053360,132,114,70,1053360
131582,132,104,70,960960,132,104,70,960960
131583,108,128,70,967680,108,128,70,967680
131584,108,126,70,952560,108,126,70,952560
131585,108,118,70,892080,108,118,70,892080
131586,106,126,70,934920,106,126,70,934920
131587,106,120,70,890400,106,120,70,890400
131588,108,118,70,892080,108,118,70,892080
131589,100,124,70,868000,100,124,70,868000
131590,108,128,70,967680,108,128,70,967680
131591,108,128,70,967680,108,128,70,967680
131592,108,128,70,967680,108,128,70,967680
131593,100,126,70,882000,100,126,70,882000
131594,108,118,70,892080,108,118,70,892080
131595,94,118,70,776440,94,118,70,776440
131596,106,126,70,934920,106,126,70,934920
131597,106,124,70,920080,106,124,70,920080
131598,106,128,70,949760,106,128,70,949760
131599,106,118,70,875560,106,118,70,875560
131600,106,116,70,860720,106,116,70,860720
131601,102,126,70,899640,102,126,70,899640
131602,100,124,70,868000,100,124,70,868000
131603,96,116,70,779520,96,116,70,779520
131604,84,132,100,1108800,84,132,100,1108800
131605,82,130,98,1044680,82,130,98,1044680
131606,88,114,98,983136,88,114,98,983136
131607,82,118,98,948248,82,118,98,948248
131608,90,128,100,1152000,90,128,100,1152000
131609,82,126,100,1033200,82,126,100,1033200
131610,86,114,102,1000008,86,114,102,1000008
131611,86,116,98,977648,86,116,98,977648
131612,86,116,102,1017552,86,116,102,1017552
131613,84,128,100,1075200,84,128,100,1075200
131614,84,126,100,1058400,84,126,100,1058400
131615,84,128,100,1075200,84,128,100,1075200
131616,82,126,90,929880,82,126,90,929880
131617,84,116,100,974400,84,116,100,974400
131618,82,114,96,897408,82,114,96,897408
131619,104,130,70,946400,104,130,70,946400
131620,104,120,70,873600,104,120,70,873600
131621,108,82,120,1062720,108,82,120,1062720
131622,108,82,106,938736,108,82,106,938736
131623,104,124,70,902720,104,124,70,902720
131624,108,90,104,1010880,108,90,104,1010880
131625,98,88,104,896896,98,88,104,896896
131626,104,130,72,973440,104,130,72,973440
131627,102,94,106,1016328,102,94,106,1016328
131628,102,112,88,1005312,102,112,88,1005312
131629,98,94,102,939624,98,94,102,939624
131630,100,132,70,924000,100,132,70,924000
131631,98,80,118,925120,98,80,118,925120
131632,96,80,106,814080,96,80,106,814080
131633,104,128,70,931840,104,128,70,931840
131634,104,118,68,834496,104,118,68,834496
131635,104,122,68,862784,104,122,68,862784
131636,116,118,68,930784,116,118,68,930784
131637,108,88,112,1064448,108,88,112,1064448
131638,104,128,70,931840,104,128,70,931840
131639,102,118,68,818448,102,118,68,818448
131640,102,120,70,856800,102,120,70,856800
131641,96,80,122,936960,96,80,122,936960
131642,96,86,106,875136,96,86,106,875136
131643,98,88,106,914144,98,88,106,914144
131644,112,112,84,1053696,112,112,84,1053696
131645,116,92,108,1152576,116,92,108,1152576
131646,116,106,92,1131232,116,106,92,1131232
131647,116,102,84,993888,116,102,84,993888
131648,114,104,94,1114464,114,104,94,1114464
131649,114,102,84,976752,114,102,84,976752
131650,130,100,70,910000,130,100,70,910000
131651,114,100,86,980400,114,100,86,980400
131652,128,100,70,896000,128,100,70,896000
131653,114,94,92,985872,114,94,92,985872
131654,156,84,82,1074528,156,84,82,1074528
131655,134,100,68,911200,134,100,68,911200
131656,136,96,94,1227264,136,96,94,1227264
131657,124,94,88,1025728,124,94,88,1025728
131658,116,98,88,1000384,116,98,88,1000384
131659,120,90,100,1080000,120,90,100,1080000
131660,120,100,70,840000,120,100,70,840000
131661,112,92,90,927360,112,92,90,927360
131662,118,102,70,842520,118,102,70,842520
131663,104,96,88,878592,104,96,88,878592
131664,132,100,68,897600,132,100,68,897600
131665,126,96,90,1088640,126,96,90,1088640
131666,146,90,76,998640,146,90,76,998640
131667,120,100,92,1104000,120,100,92,1104000
131668,116,118,70,958160,116,118,70,958160
131669,116,114,70,925680,116,114,70,925680
131670,116,110,70,893200,116,110,70,893200
131671,116,114,70,925680,116,114,70,925680
131672,116,102,70,828240,116,102,70,828240
131673,124,96,104,1238016,124,96,104,1238016
131674,130,92,70,837200,130,92,70,837200
131675,128,98,70,878080,128,98,70,878080
131676,104,118,70,859040,104,118,70,859040
131677,108,116,70,876960,108,116,70,876960
131678,108,110,70,831600,108,110,70,831600
131679,108,114,70,861840,108,114,70,861840
131680,108,104,70,786240,108,104,70,786240
131681,114,128,70,1021440,114,128,70,1021440
131682,114,118,70,941640,114,118,70,941640
131683,114,122,70,973560,114,122,70,973560
131684,114,118,82,1103064,114,118,82,1103064
131685,114,114,70,909720,114,114,70,909720
131686,114,114,70,909720,114,114,70,909720
131687,102,128,70,913920,102,128,70,913920
131688,102,118,70,842520,102,118,70,842520
131689,102,122,70,871080,102,122,70,871080
131690,104,118,82,1006304,104,118,82,1006304
131691,108,114,70,861840,108,114,70,861840
131692,108,110,70,831600,108,110,70,831600
131693,108,116,70,876960,108,116,70,876960
131694,134,102,78,1066104,134,102,78,1066104
131695,122,98,70,836920,122,98,70,836920
131696,122,116,70,990640,122,116,70,990640
131697,128,100,70,896000,128,100,70,896000
131698,122,98,70,836920,122,98,70,836920
131699,122,102,70,871080,122,102,70,871080
131700,122,98,70,836920,122,98,70,836920
131701,118,130,70,1073800,118,130,70,1073800
131702,134,92,92,1134176,134,92,92,1134176
131703,124,94,84,979104,124,94,84,979104
131704,114,98,70,782040,114,98,70,782040
131705,114,116,70,925680,114,116,70,925680
131706,114,102,70,813960,114,102,70,813960
131707,112,98,70,768320,112,98,70,768320
131708,118,100,70,826000,118,100,70,826000
131709,118,98,70,809480,118,98,70,809480
131710,122,98,86,1028216,122,98,86,1028216
131711,118,88,98,1017632,118,88,98,1017632
131712,122,88,90,966240,122,88,90,966240
131713,106,92,104,1014208,106,92,104,1014208
131714,110,114,70,877800,110,114,70,877800
131715,116,110,70,893200,116,110,70,893200
131716,110,114,70,877800,110,114,70,877800
131717,110,104,70,800800,110,104,70,800800
131718,120,118,68,962880,120,118,68,962880
131719,120,88,96,1013760,120,88,96,1013760
131720,120,114,70,957600,120,114,70,957600
131721,122,88,92,987712,122,88,92,987712
131722,130,110,84,1201200,130,110,84,1201200
131723,122,90,86,944280,122,90,86,944280
131724,130,94,76,928720,130,94,76,928720
131725,120,112,90,1209600,120,112,90,1209600
131726,150,100,68,1020000,150,100,68,1020000
131727,136,100,70,952000,136,100,70,952000
131728,132,112,70,1034880,132,112,70,1034880
131729,118,100,84,991200,118,100,84,991200
131730,124,104,70,902720,124,104,70,902720
131731,124,112,70,972160,124,112,70,972160
131732,122,110,70,939400,122,110,70,939400
131733,122,100,70,854000,122,100,70,854000
131734,130,102,70,928200,130,102,70,928200
131735,112,92,92,947968,112,92,92,947968
131736,108,82,126,1115856,108,82,126,1115856
131737,108,92,108,1073088,108,92,108,1073088
131738,108,90,106,1030320,108,90,106,1030320
131739,120,114,70,957600,120,114,70,957600
131740,106,78,126,1041768,106,78,126,1041768
131741,106,90,106,1011240,106,90,106,1011240
131742,106,90,106,1011240,106,90,106,1011240
131743,104,92,102,975936,104,92,102,975936
131744,148,90,68,905760,148,90,68,905760
131745,134,92,68,838304,134,92,68,838304
131746,126,112,70,987840,126,112,70,987840
131747,126,110,70,970200,126,110,70,970200
131748,130,102,70,928200,130,102,70,928200
131749,132,90,96,1140480,132,90,96,1140480
131750,122,86,88,923296,122,86,88,923296
131751,124,110,70,954800,124,110,70,954800
131752,118,110,70,908600,118,110,70,908600
131753,122,100,70,854000,122,100,70,854000
131754,130,92,68,813280,130,92,68,813280
131755,122,88,92,987712,122,88,92,987712
131756,108,82,126,1115856,108,82,126,1115856
131757,108,92,106,1053216,108,92,106,1053216
131758,110,90,104,1029600,110,90,104,1029600
131759,116,116,70,941920,116,116,70,941920
131760,122,110,70,939400,122,110,70,939400
131761,116,116,70,941920,116,116,70,941920
131762,120,102,70,856800,120,102,70,856800
131763,98,86,118,994504,98,86,118,994504
131764,98,86,106,893368,98,86,106,893368
131765,94,90,100,846000,94,90,100,846000
131766,98,88,100,862400,98,88,100,862400
131767,108,114,70,861840,108,114,70,861840
131768,104,110,70,800800,104,110,70,800800
131769,102,116,70,828240,102,116,70,828240
131770,108,102,70,771120,108,102,70,771120
131771,86,104,118,1055392,86,104,118,1055392
131772,88,104,106,970112,88,104,106,970112
131773,88,98,118,1017632,88,98,118,1017632
131774,94,100,114,1071600,94,100,114,1071600
131775,90,98,114,1005480,90,98,114,1005480
131776,90,98,102,899640,90,98,102,899640
131777,82,134,104,1142752,82,134,104,1142752
131778,80,120,108,1036800,80,120,108,1036800
131779,84,122,96,983808,84,122,96,983808
131780,86,120,102,1052640,86,120,102,1052640
131781,82,144,100,1180800,82,144,100,1180800
131782,82,144,88,1039104,82,144,88,1039104
131783,88,138,86,1044384,88,138,86,1044384
131784,88,126,92,1020096,88,126,92,1020096
131785,88,126,86,953568,88,126,86,953568
131786,80,132,110,1161600,80,132,110,1161600
131787,80,122,110,1073600,80,122,110,1073600
131788,90,132,90,1069200,90,132,90,1069200
131789,86,134,88,1014112,86,134,88,1014112
131790,94,140,86,1131760,94,140,86,1131760
131791,94,128,86,1034752,94,128,86,1034752
131792,100,134,70,938000,100,134,70,938000
131793,84,134,92,1035552,84,134,92,1035552
131794,86,124,98,1045072,86,124,98,1045072
131795,84,130,98,1070160,84,130,98,1070160
131796,90,144,70,907200,90,144,70,907200
131797,98,134,70,919240,98,134,70,919240
131798,90,134,70,844200,90,134,70,844200
131799,128,116,98,1455104,128,116,98,1455104
131800,130,116,86,1296880,130,116,86,1296880
131801,118,112,98,1295168,118,112,98,1295168
131802,118,120,82,1161120,118,120,82,1161120
131803,126,116,100,1461600,126,116,100,1461600
131804,126,118,86,1278648,126,118,86,1278648
131805,118,112,100,1321600,118,112,100,1321600
131806,118,118,86,1197464,118,118,86,1197464
131807,128,118,80,1208320,128,118,80,1208320
131808,126,118,76,1129968,126,118,76,1129968
131809,126,116,92,1344672,126,116,92,1344672
131810,128,118,78,1178112,128,118,78,1178112
131811,128,112,90,1290240,128,112,90,1290240
131812,124,116,76,1093184,124,116,76,1093184
131813,126,116,92,1344672,126,116,92,1344672
131814,126,114,76,1091664,126,114,76,1091664
131815,116,112,92,1195264,116,112,92,1195264
131816,116,112,74,961408,116,112,74,961408
131817,126,120,86,1300320,126,120,86,1300320
131818,124,118,88,1287616,124,118,88,1287616
131819,128,114,84,1225728,128,114,84,1225728
131820,116,110,100,1276000,116,110,100,1276000
131821,116,114,86,1137264,116,114,86,1137264
131822,124,112,82,1138816,124,112,82,1138816
131823,124,112,78,1083264,124,112,78,1083264
131824,114,110,76,953040,114,110,76,953040
131825,88,140,86,1059520,88,140,86,1059520
131826,86,138,88,1044384,86,138,88,1044384
131827,88,130,96,1098240,88,130,96,1098240
131828,88,140,86,1059520,88,140,86,1059520
131829,96,100,110,1056000,96,100,110,1056000
131830,96,104,100,998400,96,104,100,998400
131831,96,100,98,940800,96,100,98,940800
131832,82,132,94,1017456,82,132,94,1017456
131833,86,126,106,1148616,86,126,106,1148616
131834,82,128,100,1049600,82,128,100,1049600
131835,98,100,108,1058400,98,100,108,1058400
131836,110,96,102,1077120,110,96,102,1077120
131837,112,90,100,1008000,112,90,100,1008000
131838,80,140,80,896000,80,140,80,896000
131839,80,130,98,1019200,80,130,98,1019200
131840,98,106,110,1142680,98,106,110,1142680
131841,98,100,110,1078000,98,100,110,1078000
131842,102,94,102,977976,102,94,102,977976
131843,102,88,100,897600,102,88,100,897600
131844,110,102,120,1346400,110,102,120,1346400
131845,104,104,114,1233024,104,104,114,1233024
131846,106,104,122,1344928,106,104,122,1344928
131847,100,104,110,1144000,100,104,110,1144000
